item_name,url,price
OFF DUTY コーギーTシャツ,https://dgru.base.shop/items/143162491,5980
OFF DUTY コーギーTシャツ,https://dgru.base.shop/items/143162490,5980
ribbon　デザインコーギー　Dry Heavy Weight T-shirt,https://dgru.base.shop/items/143162171,5980
ribbon　デザインコーギー　Dry Heavy Weight T-shirt,https://dgru.base.shop/items/143162170,5980
DJ corgi　プレミアムロングスリーブ,https://dgru.base.shop/items/143162294,8480
DJ corgi　プレミアムロングスリーブ,https://dgru.base.shop/items/143162291,8480
skateboard corgi　デザインロングスリーブ,https://dgru.base.shop/items/143163524,8480
skateboard corgi　デザインロングスリーブ,https://dgru.base.shop/items/143163525,8480
コーギー　スペシャルデニムシャツ,https://dgru.base.shop/items/143162669,12800
コーギー　スペシャルデニムシャツ,https://dgru.base.shop/items/143162668,12800
コーギー　スペシャルデニムシャツ,https://dgru.base.shop/items/143162667,12800
ribbon　コーギー　デザインパーカー,https://dgru.base.shop/items/143156623,9980
ribbon　コーギー　デザインパーカー,https://dgru.base.shop/items/143156621,9980
